,의료기관명,의료기관종별,의료기관주소(도로명),lat_lng,lat,lng
1094,새서울한의원,한의원,"울산광역시 중구 종가4길 21, 2층 (유곡동)","{'lat': 35.569162, 'lng': 129.2930075}",35.569162,129.2930075
1095,중화한의원,한의원,"울산광역시 중구 학성로 150, 대신증권 5층 (학산동)","{'lat': 35.5537198, 'lng': 129.3294377}",35.5537198,129.3294377
1096,든든 한의원,한의원,"울산광역시 중구 곽남길 18, 2층 (남외동)","{'lat': 35.5690137, 'lng': 129.3419956}",35.5690137,129.3419956
1097,해바라기한의원,한의원,"울산광역시 중구 운곡길 74, 2층 (다운동)","{'lat': 35.5579988, 'lng': 129.2731143}",35.5579988,129.2731143
1098,왕석한의원,한의원,"울산광역시 중구 태화로 188, 2층 (태화동)","{'lat': 35.5517974, 'lng': 129.2963347}",35.5517974,129.2963347
1099,김세준한의원,한의원,"울산광역시 중구 내황12길 3, 1층 (반구동)","{'lat': 35.55437149999999, 'lng': 129.3463364}",35.55437149999999,129.3463364
1100,강산한의원,한의원,"울산광역시 중구 번영로 580, SkyM빌딩 3층 303호 (남외동)","{'lat': 35.5658866, 'lng': 129.3474877}",35.5658866,129.3474877
1101,김영숙한의원,한의원,"울산광역시 중구 염포로 17, 1층 (반구동)","{'lat': 35.55945320000001, 'lng': 129.3434102}",35.55945320000001,129.3434102
1102,약손한의원,한의원,울산광역시 중구 평동길 1 (유곡동),"{'lat': 35.5584104, 'lng': 129.3033281}",35.5584104,129.3033281
1103,영천한의원,한의원,"울산광역시 중구 다운로 122, 2층 (다운동)","{'lat': 35.5636869, 'lng': 129.2667062}",35.5636869,129.2667062
1104,공덕한의원,한의원,울산광역시 중구 성안로 188 (성안동),"{'lat': 35.576803, 'lng': 129.3177045}",35.576803,129.3177045
1105,나팔꽃한의원,한의원,"울산광역시 중구 번영로 566, 2층 (남외동)","{'lat': 35.5763267, 'lng': 129.3405466}",35.5763267,129.3405466
1106,경희솔한의원,한의원,울산광역시 중구 병영로 5 (남외동),"{'lat': 35.5698018, 'lng': 129.3459238}",35.5698018,129.3459238
1107,동국한의원,한의원,"울산광역시 중구 반구정6길 35, 1층 (반구동)","{'lat': 35.5572109, 'lng': 129.3451011}",35.5572109,129.3451011
1108,최동훈한의원,한의원,"울산광역시 중구 번영로 563, 2층 (남외동)","{'lat': 35.5724802, 'lng': 129.3513443}",35.5724802,129.3513443
1109,명인광보한의원,한의원,울산광역시 중구 중앙길 21 (우정동),"{'lat': 35.5538108, 'lng': 129.3153208}",35.5538108,129.3153208
1110,영제한의원,한의원,"울산광역시 중구 화진길 13-2, 2층 (태화동, 리버스위트상가)","{'lat': 35.5549662, 'lng': 129.3089977}",35.5549662,129.3089977
1111,심한의원,한의원,"울산광역시 중구 번영로 585, 2층 (남외동)","{'lat': 35.5763267, 'lng': 129.3405466}",35.5763267,129.3405466
1112,좋은한의원,한의원,"울산광역시 중구 유곡로 16, 109호 (우정동)","{'lat': 35.5565558, 'lng': 129.3079791}",35.5565558,129.3079791
1113,동우한의원,한의원,"울산광역시 중구 유곡로 29, 2층 (태화동)","{'lat': 35.5564045, 'lng': 129.3064668}",35.5564045,129.3064668
1114,기맥한의원,한의원,울산광역시 중구 화합로 428 (반구동),"{'lat': 35.5633432, 'lng': 129.3370896}",35.5633432,129.3370896
1115,해오름한의원,한의원,울산광역시 중구 동천2길 21 (서동),"{'lat': 35.5822272, 'lng': 129.346562}",35.5822272,129.346562
1116,정성한의원,한의원,울산광역시 중구 태화로 182 (태화동),"{'lat': 35.5520761, 'lng': 129.2955606}",35.5520761,129.2955606
1117,진한의원,한의원,"울산광역시 중구 곽남길 3, 2층 (약사동)","{'lat': 35.5685587, 'lng': 129.3430393}",35.5685587,129.3430393
1118,연재한의원,한의원,"울산광역시 중구 번영로 487, 2층 F호 (약사동, 대호빌딩)","{'lat': 35.5649877, 'lng': 129.3366371}",35.5649877,129.3366371
1119,우리들한의원,한의원,"울산광역시 중구 번영로 355, 2층 (학산동)","{'lat': 35.5551043, 'lng': 129.3289455}",35.5551043,129.3289455
1120,성안한의원,한의원,울산광역시 중구 백양로 26 (성안동),"{'lat': 35.5749156, 'lng': 129.3090344}",35.5749156,129.3090344
1121,이현우 한의원,한의원,울산광역시 중구 염포로 12 (반구동),"{'lat': 35.55884700000001, 'lng': 129.3432137}",35.55884700000001,129.3432137
1122,가람 한의원,한의원,울산광역시 중구 곽남6길 34 (남외동),"{'lat': 35.5716799, 'lng': 129.3424659}",35.5716799,129.3424659
1123,명제 한의원,한의원,울산광역시 중구 명륜로 75 (우정동),"{'lat': 35.5582381, 'lng': 129.3119154}",35.5582381,129.3119154
1124,윤형중한의원,한의원,"울산광역시 중구 번영로 582, 2층 (남외동)","{'lat': 35.5695661, 'lng': 129.3512005}",35.5695661,129.3512005
1125,현대한의원,한의원,"울산광역시 중구 난곡로 8, 1층 (태화동)","{'lat': 35.5529644, 'lng': 129.2854094}",35.5529644,129.2854094
1126,명 한의원,한의원,"울산광역시 중구 화합로 407, 1층 (반구동)","{'lat': 35.5614772, 'lng': 129.3380955}",35.5614772,129.3380955
1127,고당한의원,한의원,"울산광역시 중구 유곡로 15, 1층 (태화동)","{'lat': 35.5562828, 'lng': 129.3077221}",35.5562828,129.3077221
1128,대광 한의원,한의원,울산광역시 중구 태화로 177 (태화동),"{'lat': 35.5525089, 'lng': 129.2955444}",35.5525089,129.2955444
1129,정용해 한의원,한의원,울산광역시 중구 옥교11길 6-3 (학성동),"{'lat': 35.5553875, 'lng': 129.3352126}",35.5553875,129.3352126
1130,대동 바른 한의원,한의원,울산광역시 중구 장춘로 175 (학산동),"{'lat': 35.5570072, 'lng': 129.3256515}",35.5570072,129.3256515
1131,홍성한의원,한의원,울산광역시 중구 장춘로 150 (학산동),"{'lat': 35.5573782, 'lng': 129.324944}",35.5573782,129.324944
1132,경동 한의원,한의원,울산광역시 중구 중앙길 187 (옥교동),"{'lat': 35.5570374, 'lng': 129.3235542}",35.5570374,129.3235542
1133,강동 한의원,한의원,울산광역시 중구 화합로 372 (반구동),"{'lat': 35.5592404, 'lng': 129.3407474}",35.5592404,129.3407474
1134,성남한의원,한의원,울산광역시 중구 옥교3길 91 (학산동),"{'lat': 35.553587, 'lng': 129.3312697}",35.553587,129.3312697
1135,태화당한의원,한의원,울산광역시 중구 태화로 299 (태화동),"{'lat': 35.55402249999999, 'lng': 129.3076248}",35.55402249999999,129.3076248
1136,제일 한의원,한의원,울산광역시 중구 다운로 16-1 (다운동),"{'lat': 35.5569166, 'lng': 129.274541}",35.5569166,129.274541
1137,동보 한의원,한의원,울산광역시 중구 학산로 30 (학성동),"{'lat': 35.5579614, 'lng': 129.3300151}",35.5579614,129.3300151
1138,선재한의원,한의원,울산광역시 중구 명륜로 26 (우정동),"{'lat': 35.5544828, 'lng': 129.3093881}",35.5544828,129.3093881
1139,이세한의원,한의원,울산광역시 중구 번영로 462 (복산동),"{'lat': 35.55999430000001, 'lng': 129.3283313}",35.55999430000001,129.3283313
1140,장수한의원,한의원,울산광역시 중구 염포로 9 (반구동),"{'lat': 35.5589913, 'lng': 129.342562}",35.5589913,129.342562
1141,안국한의원,한의원,울산광역시 중구 번영로 337 (옥교동),"{'lat': 35.5568185, 'lng': 129.3173751}",35.5568185,129.3173751
1142,고든몸한의원,한의원,"울산광역시 남구 문수로 377, 대공원센트럴하임더시티 2층 201,202호 (옥동)","{'lat': 35.5321965, 'lng': 129.2937575}",35.5321965,129.2937575
1143,라임한의원,한의원,"울산광역시 남구 북부순환도로 11, 3층 (무거동)","{'lat': 35.55125719999999, 'lng': 129.2649633}",35.55125719999999,129.2649633
1144,굿모닝생생한의원,한의원,"울산광역시 남구 수암로149번길 9, 101동 102호 (야음동, 대하미르빌주상복합아파트)","{'lat': 35.5275861, 'lng': 129.3223003}",35.5275861,129.3223003
1145,유명한의원,한의원,"울산광역시 남구 수암로 114, 3층 (신정동)","{'lat': 35.5282178, 'lng': 129.3195657}",35.5282178,129.3195657
1146,홍윤표한의원,한의원,"울산광역시 남구 번영로 115, 경남은행 달동지점 3층 (달동)","{'lat': 35.5356234, 'lng': 129.3284284}",35.5356234,129.3284284
1147,편안몸한의원,한의원,"울산광역시 남구 수암로128번길 7, 나동 3층 301호 (야음동, 그린레포츠)","{'lat': 35.5271014, 'lng': 129.3212756}",35.5271014,129.3212756
1148,황명수한의원,한의원,울산광역시 남구 중앙로 251 (신정동),"{'lat': 35.5428829, 'lng': 129.3091745}",35.5428829,129.3091745
1149,다산한의원,한의원,"울산광역시 남구 삼산로 136, 3층 (달동)","{'lat': 35.5355449, 'lng': 129.3221645}",35.5355449,129.3221645
1150,제일한의원,한의원,"울산광역시 남구 팔등로 86-1, 3층 (신정동)","{'lat': 35.5459542, 'lng': 129.3156468}",35.5459542,129.3156468
1151,미올한의원,한의원,"울산광역시 남구 삼산로 283, 8층 (삼산동, 소망빌딩)","{'lat': 35.5397282, 'lng': 129.3379094}",35.5397282,129.3379094
1152,삼성한의원,한의원,"울산광역시 남구 중앙로 254, 6층 (신정동, 상운빌딩)","{'lat': 35.5434881, 'lng': 129.3110261}",35.5434881,129.3110261
1153,해율한의원,한의원,울산광역시 남구 삼산중로 69 (달동),"{'lat': 35.5397237, 'lng': 129.3351426}",35.5397237,129.3351426
1154,자임부부한의원,한의원,"울산광역시 남구 돋질로 337-1, 1층 (삼산동)","{'lat': 35.5441235, 'lng': 129.34183}",35.5441235,129.34183
1155,지성한의원,한의원,"울산광역시 남구 동산로 62, 2층 (신정동)","{'lat': 35.5357326, 'lng': 129.3024287}",35.5357326,129.3024287
1156,미래솔한의원,한의원,"울산광역시 남구 삼산중로74번길 30-1, 7층 (삼산동)","{'lat': 35.5404757, 'lng': 129.3387654}",35.5404757,129.3387654
1157,이솔한의원,한의원,"울산광역시 남구 동산로 70, 2층 (신정동)","{'lat': 35.5357833, 'lng': 129.3032422}",35.5357833,129.3032422
1158,인애한의원,한의원,"울산광역시 남구 수암로 134, 5층 (야음동)","{'lat': 35.5272517, 'lng': 129.3216999}",35.5272517,129.3216999
1159,프리허그한의원,한의원,"울산광역시 남구 삼산로267번길 6-16, 6층 (삼산동, 현은빌딩)","{'lat': 35.5398204, 'lng': 129.3369902}",35.5398204,129.3369902
1160,함소아한의원,한의원,"울산광역시 남구 삼산로 266, 7층 701호 (삼산동, 굿모닝클리닉빌딩)","{'lat': 35.53876690000001, 'lng': 129.3362738}",35.53876690000001,129.3362738
1161,숲한의원,한의원,"울산광역시 남구 대공원로 241, 614, 617호 (신정동, 대공원코오롱파크폴리스)","{'lat': 35.53110059999999, 'lng': 129.3074156}",35.53110059999999,129.3074156
1162,명인당한의원,한의원,"울산광역시 남구 두왕로190번길 18, 2층 (선암동)","{'lat': 35.51914319999999, 'lng': 129.313561}",35.51914319999999,129.313561
1163,울산아이누리한의원,한의원,"울산광역시 남구 삼산로 272, 7층 (삼산동, 프리던스빌딩)","{'lat': 35.5389479, 'lng': 129.3368826}",35.5389479,129.3368826
1164,해성한의원,한의원,"울산광역시 남구 수암로 132, 3층 (야음동)","{'lat': 35.5273604, 'lng': 129.32149}",35.5273604,129.32149
1165,자연한의원,한의원,"울산광역시 남구 문수로 342, 2층 (옥동)","{'lat': 35.5347948, 'lng': 129.2907386}",35.5347948,129.2907386
1166,코스비한의원,한의원,"울산광역시 남구 수암로 109, 2층 (신정동)","{'lat': 35.5288531, 'lng': 129.3196632}",35.5288531,129.3196632
1167,오복한의원,한의원,"울산광역시 남구 삼산중로 67, 4층 (달동)","{'lat': 35.5395439, 'lng': 129.3350989}",35.5395439,129.3350989
1168,다이즐한의원,한의원,"울산광역시 남구 삼산중로 56, 5층 (삼산동)","{'lat': 35.5385227, 'lng': 129.3357557}",35.5385227,129.3357557
1169,안철우한의원,한의원,"울산광역시 남구 수암로 58, 2층 (신정동)","{'lat': 35.5305806, 'lng': 129.3142436}",35.5305806,129.3142436
1170,후한의원,한의원,"울산광역시 남구 삼산중로 71, 4층 (달동)","{'lat': 35.5398854, 'lng': 129.3350295}",35.5398854,129.3350295
1171,조인트한의원,한의원,"울산광역시 남구 수암로 113, 5층 (신정동)","{'lat': 35.5287342, 'lng': 129.3199821}",35.5287342,129.3199821
1172,민한의원,한의원,"울산광역시 남구 대학로169번길 9, 1층 (무거동)","{'lat': 35.5501709, 'lng': 129.2623214}",35.5501709,129.2623214
1173,발머스한의원,한의원,"울산광역시 남구 번영로 174 (달동,301호)","{'lat': 35.5408018, 'lng': 129.3270477}",35.5408018,129.3270477
1174,하늘마음한의원,한의원,울산광역시 남구 삼산로 273 (삼산동),"{'lat': 35.5395107, 'lng': 129.336791}",35.5395107,129.336791
1175,당당한의원,한의원,"울산광역시 남구 문수로 339, 3층 (옥동, 옥동업무시설)","{'lat': 35.5353226, 'lng': 129.2906908}",35.5353226,129.2906908
1176,우보한의원,한의원,"울산광역시 남구 화합로 148, 5층 (삼산동)","{'lat': 35.5379649, 'lng': 129.340209}",35.5379649,129.340209
1177,월성한의원,한의원,울산광역시 남구 중앙로 249-1 (신정동),"{'lat': 35.5430313, 'lng': 129.3106708}",35.5430313,129.3106708
1178,미드림한의원,한의원,"울산광역시 남구 문수로369번길 65, 3층 (신정동, 한신빌딩)","{'lat': 35.538335, 'lng': 129.2973024}",35.538335,129.2973024
1179,영생한의원,한의원,"울산광역시 남구 삼산로 130, 3층 (달동)","{'lat': 35.5355449, 'lng': 129.3221645}",35.5355449,129.3221645
1180,궁한의원,한의원,"울산광역시 남구 삼산로 258, 3층 (달동)","{'lat': 35.5355449, 'lng': 129.3221645}",35.5355449,129.3221645
1181,천지인한의원,한의원,"울산광역시 남구 북부순환도로 29, 1층 5호 (무거동, 남운산호상가)","{'lat': 35.5533526, 'lng': 129.266441}",35.5533526,129.266441
1182,해솔한의원,한의원,"울산광역시 남구 신선로 45, 303호 (야음동, 롯데캐슬1단지아파트)","{'lat': 35.5221574, 'lng': 129.3168039}",35.5221574,129.3168039
1183,조웅한의원,한의원,"울산광역시 남구 삼산중로 125, 2층 (삼산동)","{'lat': 35.5448223, 'lng': 129.3354676}",35.5448223,129.3354676
1184,아름다운한의원,한의원,"울산광역시 남구 문수로 348, 1층 (옥동)","{'lat': 35.5346232, 'lng': 129.2914404}",35.5346232,129.2914404
1185,꽃단비한의원,한의원,"울산광역시 남구 돋질로302번길 27, 2층 (삼산동)","{'lat': 35.5416915, 'lng': 129.3377193}",35.5416915,129.3377193
1186,문수한의원,한의원,"울산광역시 남구 대학로 138, 7층 (무거동, 신정빌딩)","{'lat': 35.5467924, 'lng': 129.2621417}",35.5467924,129.2621417
1187,고려일침한의원,한의원,"울산광역시 남구 대학로147번길 62, 고려한의원 101호 (무거동)","{'lat': 35.552121, 'lng': 129.2595969}",35.552121,129.2595969
1188,도원한의원,한의원,"울산광역시 남구 삼산중로 116, 201호 (삼산동)","{'lat': 35.5438434, 'lng': 129.3361306}",35.5438434,129.3361306
1189,현대한의원,한의원,"울산광역시 남구 돋질로302번길 31, 2층 (삼산동)","{'lat': 35.5413335, 'lng': 129.3375733}",35.5413335,129.3375733
1190,임한제한의원,한의원,"울산광역시 남구 중앙로 253, 3층 (신정동)","{'lat': 35.5433665, 'lng': 129.3105208}",35.5433665,129.3105208
1191,코호한의원,한의원,"울산광역시 남구 삼산로 232, 5층 (달동)","{'lat': 35.5380899, 'lng': 129.3325926}",35.5380899,129.3325926
1192,유창한의원,한의원,"울산광역시 남구 옥현로 92-17, 202호 (무거동)","{'lat': 35.5435838, 'lng': 129.2627838}",35.5435838,129.2627838
1193,처용한의원,한의원,"울산광역시 남구 돋질로 79, 1층 (신정동)","{'lat': 35.5388075, 'lng': 129.3144307}",35.5388075,129.3144307
1194,경희수한의원,한의원,"울산광역시 남구 문수로 333-1, 2층 (옥동)","{'lat': 35.5354627, 'lng': 129.2899796}",35.5354627,129.2899796
1195,동의보감한의원,한의원,"울산광역시 남구 수암로 108, 2층 (신정동)","{'lat': 35.5284782, 'lng': 129.3190033}",35.5284782,129.3190033
1196,호동한의원,한의원,울산광역시 남구 남중로 125 (삼산동),"{'lat': 35.5457018, 'lng': 129.3481235}",35.5457018,129.3481235
1197,새봄한의원,한의원,울산광역시 남구 장검1길 21-50 (무거동),"{'lat': 35.5524666, 'lng': 129.2576612}",35.5524666,129.2576612
